"ACCNUM"	"SYMBOL"	"DESC"
"214293_at"	"AI539361"	"SEPT11"	"septin 11"
"214294_at"	"AI122905"	"KIAA0485"	"uncharacterized LOC57235"
"214295_at"	"AW129056"	"KIAA0485"	"uncharacterized LOC57235"
"214296_x_at"	"AV721013"	"IZUMO4"	"IZUMO family member 4"
"214297_at"	"BE857703"	"CSPG4"	"chondroitin sulfate proteoglycan 4"
"214298_x_at"	"AL568374"	"SEPT6"	"septin 6"
"214299_at"	"AI676092"	"TOP3A"	"topoisomerase (DNA) III alpha"
"214300_s_at"	"AI676092"	"TOP3A"	"topoisomerase (DNA) III alpha"
"214301_s_at"	"AI857455"	"DPYSL4"	"dihydropyrimidinase-like 4"
"214302_x_at"	"BF061637"	"GJC2"	"gap junction protein, gamma 2, 47kDa"
"214303_x_at"	"AW192795"	"MUC5AC"	"mucin 5AC, oligomeric mucus/gel-forming"
"214304_x_at"	"AI077476"	"SYNM"	"synemin, intermediate filament protein"
"214305_s_at"	"AW003030"	"SF3B1"	"splicing factor 3b, subunit 1, 155kDa"
"214306_at"	"AA209332"	"OPA1"	"optic atrophy 1 (autosomal dominant)"
"214307_at"	"AI478172"	"HGD"	"homogentisate 1,2-dioxygenase"
"214308_s_at"	"AI478172"	"HGD"	"homogentisate 1,2-dioxygenase"
"214309_s_at"	"AI435747"	"NA"	"NA"
"214310_s_at"	"AI767884"	"ZFPL1"	"zinc finger protein-like 1"
"214311_at"	"AI767884"	"ZFPL1"	"zinc finger protein-like 1"
"214312_at"	"AI693985"	"FOXA2"	"forkhead box A2"
"214313_s_at"	"BE138647"	"EIF5B"	"eukaryotic translation initiation factor 5B"
"214314_s_at"	"BE138647"	"EIF5B"	"eukaryotic translation initiation factor 5B"
"214315_x_at"	"AI348935"	"CALR"	"calreticulin"
"214316_x_at"	"AI378706"	"NA"	"NA"
"214317_x_at"	"BE348997"	"RPS9"	"ribosomal protein S9"
"214318_s_at"	"W58342"	"FRY"	"furry homolog (Drosophila)"
"214319_at"	"W58342"	"FRY"	"furry homolog (Drosophila)"
"214320_x_at"	"T67741"	"NA"	"NA"
"214321_at"	"BF440025"	"NOV"	"nephroblastoma overexpressed"
"214322_at"	"AA284757"	"CAMK2G"	"calcium/calmodulin-dependent protein kinase II gamma"
"214323_s_at"	"N36842"	"UPF3A"	"UPF3 regulator of nonsense transcripts homolog A (yeast)"
"214324_at"	"BF222483"	"GP2"	"glycoprotein 2 (zymogen granule membrane)"
"214325_at"	"BF046750"	"GP2"	"glycoprotein 2 (zymogen granule membrane)"
"214326_x_at"	"AI339541"	"JUND"	"jun D proto-oncogene"
"214327_x_at"	"AI888178"	"TPT1"	"tumor protein, translationally-controlled 1"
"214328_s_at"	"R01140"	"HSP90AA1"	"heat shock protein 90kDa alpha (cytosolic), class A member 1"
"214329_x_at"	"AW474434"	"TNFSF10"	"tumor necrosis factor (ligand) superfamily, member 10"
"214330_at"	"AF070584"	"ATPAF2"	"ATP synthase mitochondrial F1 complex assembly factor 2"
"214331_at"	"AI796813"	"TSFM"	"Ts translation elongation factor, mitochondrial"
"214332_s_at"	"AI796813"	"TSFM"	"Ts translation elongation factor, mitochondrial"
"214333_x_at"	"U69268"	"IDH3G"	"isocitrate dehydrogenase 3 (NAD+) gamma"
"214334_x_at"	"N34846"	"DAZAP2"	"DAZ associated protein 2"
"214335_at"	"AI669349"	"RPL18"	"ribosomal protein L18"
"214336_s_at"	"AI621079"	"COPA"	"coatomer protein complex, subunit alpha"
"214337_at"	"AI621079"	"COPA"	"coatomer protein complex, subunit alpha"
"214338_at"	"AL050381"	"DNAJB12"	"DnaJ (Hsp40) homolog, subfamily B, member 12"
"214339_s_at"	"AA744529"	"MAP4K1"	"mitogen-activated protein kinase kinase kinase kinase 1"
"214340_at"	"AF020774"	"ALOX12P2"	"arachidonate 12-lipoxygenase pseudogene 2"
"214341_at"	"AI741833"	"AP1G2"	"adaptor-related protein complex 1, gamma 2 subunit"
"214342_at"	"AI017382"	"ATXN7L1"	"ataxin 7-like 1"
"214343_s_at"	"AI017382"	"ATXN7L1"	"ataxin 7-like 1"
"214344_at"	"R87507"	"LINC00950"	"long intergenic non-protein coding RNA 950"
"214345_at"	"BF058643"	"EDIL3"	"EGF-like repeats and discoidin I-like domains 3"
"214346_at"	"AW026646"	"C1QL1"	"complement component 1, q subcomponent-like 1"
"214347_s_at"	"AW772056"	"DDC"	"dopa decarboxylase (aromatic L-amino acid decarboxylase)"
"214348_at"	"NM_001057"	"TACR2"	"tachykinin receptor 2"
"214349_at"	"AV764378"	"NA"	"NA"
"214350_at"	"AI762021"	"SNTB2"	"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)"
"214351_x_at"	"AA789278"	"NA"	"NA"
"214352_s_at"	"BF673699"	"KRAS"	"Kirsten rat sarcoma viral oncogene homolog"
"214353_at"	"AW241864"	"NA"	"NA"
"214354_x_at"	"T91506"	"SFTPB"	"surfactant protein B"
"214355_x_at"	"AW274747"	"NA"	"NA"
"214356_s_at"	"AI272899"	"KIAA0368"	"KIAA0368"
"214357_at"	"AL035295"	"C1orf105"	"chromosome 1 open reading frame 105"
"214358_at"	"AW188201"	"ACACA"	"acetyl-CoA carboxylase alpha"
"214359_s_at"	"AI218219"	"HSP90AB1"	"heat shock protein 90kDa alpha (cytosolic), class B member 1"
"214360_at"	"AA772023"	"SMARCA4"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"214361_s_at"	"AW170602"	"RGS12"	"regulator of G-protein signaling 12"
"214362_at"	"AW170602"	"RGS12"	"regulator of G-protein signaling 12"
"214363_s_at"	"AA129420"	"NA"	"NA"
"214364_at"	"W84525"	"MTERF4"	"mitochondrial transcription termination factor 4"
"214365_at"	"X04201"	"TPM3"	"tropomyosin 3"
"214366_s_at"	"AA995910"	"ALOX5"	"arachidonate 5-lipoxygenase"
"214367_at"	"AI688812"	"RASGRP2"	"RAS guanyl releasing protein 2 (calcium and DAG-regulated)"
"214368_at"	"AI688812"	"RASGRP2"	"RAS guanyl releasing protein 2 (calcium and DAG-regulated)"
"214369_s_at"	"AI688812"	"RASGRP2"	"RAS guanyl releasing protein 2 (calcium and DAG-regulated)"
"214370_at"	"AW238654"	"S100A8"	"S100 calcium binding protein A8"
"214371_at"	"AI652441"	"TSSK2"	"testis-specific serine kinase 2"
"214372_x_at"	"AI732416"	"ERN2"	"endoplasmic reticulum to nucleus signaling 2"
"214373_at"	"AI582773"	"NA"	"NA"
"214374_s_at"	"AI962377"	"PPFIBP1"	"PTPRF interacting protein, binding protein 1 (liprin beta 1)"
"214375_at"	"AI962377"	"PPFIBP1"	"PTPRF interacting protein, binding protein 1 (liprin beta 1)"
"214376_at"	"AI263044"	"MAPK10"	"mitogen-activated protein kinase 10"
"214377_s_at"	"BF508685"	"CTRL"	"chymotrypsin-like"
"214378_at"	"BF109662"	"TFPI"	"tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)"
"214379_at"	"AI954458"	"HNRNPDL"	"heterogeneous nuclear ribonucleoprotein D-like"
"214380_at"	"AI334332"	"PRPF31"	"pre-mRNA processing factor 31"
"214381_at"	"BG150564"	"LOC441601"	"septin 7 pseudogene"
"214382_at"	"AL021331"	"UNC93A"	"unc-93 homolog A (C. elegans)"
"214383_x_at"	"BF063121"	"KLHDC3"	"kelch domain containing 3"
"214384_s_at"	"BF446672"	"DCTN2"	"dynactin 2 (p50)"
"214385_s_at"	"AI521646"	"MUC5AC"	"mucin 5AC, oligomeric mucus/gel-forming"
"214386_at"	"AI939402"	"HMX1"	"H6 family homeobox 1"
"214387_x_at"	"AA633841"	"SFTPC"	"surfactant protein C"
"214388_at"	"AI732885"	"NA"	"NA"
"214389_at"	"AI733515"	"SLC5A12"	"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12"
"214390_s_at"	"AI652662"	"BCAT1"	"branched chain amino-acid transaminase 1, cytosolic"
"214391_x_at"	"AI762344"	"PTGER1"	"prostaglandin E receptor 1 (subtype EP1), 42kDa"
"214392_at"	"AA431984"	"IRGC"	"immunity-related GTPase family, cinema"
"214393_at"	"AI884814"	"RND2"	"Rho family GTPase 2"
"214394_x_at"	"AI613383"	"EEF1D"	"eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)"
"214395_x_at"	"AI335509"	"EEF1D"	"eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)"
"214396_s_at"	"AI827820"	"MBD2"	"methyl-CpG binding domain protein 2"
"214397_at"	"AI827820"	"MBD2"	"methyl-CpG binding domain protein 2"
"214398_s_at"	"AW340333"	"IKBKE"	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"
"214399_s_at"	"BF588953"	"KRT4"	"keratin 4, type II"
"214400_at"	"AI991694"	"INSL3"	"insulin-like 3 (Leydig cell)"
"214401_at"	"AA725078"	"PAX1"	"paired box 1"
"214402_s_at"	"AA521233"	"SFI1"	"SFI1 centrin binding protein"
"214403_x_at"	"AI307915"	"SPDEF"	"SAM pointed domain containing ETS transcription factor"
"214404_x_at"	"AI435670"	"SPDEF"	"SAM pointed domain containing ETS transcription factor"
"214405_at"	"Z39557"	"NA"	"NA"
"214406_s_at"	"AW135332"	"SLC7A4"	"solute carrier family 7, member 4"
"214407_x_at"	"AI240545"	"GYPB"	"glycophorin B (MNS blood group)"
"214408_s_at"	"AL021937"	"NA"	"NA"
"214409_at"	"AL021937"	"RFPL3S"	"RFPL3 antisense"
"214410_at"	"N32151"	"TRPM1"	"transient receptor potential cation channel, subfamily M, member 1"
"214411_x_at"	"AW584011"	"CTRB2"	"chymotrypsinogen B2"
"214412_at"	"AI218431"	"NA"	"NA"
"214413_at"	"AV647713"	"TAT"	"tyrosine aminotransferase"
"214414_x_at"	"T50399"	"NA"	"NA"
"214415_at"	"N58120"	"NA"	"NA"
"214416_at"	"AA654415"	"NA"	"NA"
"214417_s_at"	"N39010"	"FETUB"	"fetuin B"
"214418_at"	"AI656822"	"CT62"	"cancer/testis antigen 62"
"214419_s_at"	"AV646536"	"CYP2C9"	"cytochrome P450, family 2, subfamily C, polypeptide 9"
"214420_s_at"	"AV657878"	"CYP2C9"	"cytochrome P450, family 2, subfamily C, polypeptide 9"
"214421_x_at"	"AV652420"	"CYP2C9"	"cytochrome P450, family 2, subfamily C, polypeptide 9"
"214422_at"	"T93562"	"RAD23B"	"RAD23 homolog B, nucleotide excision repair protein"
"214423_x_at"	"AV652403"	"ALDOB"	"aldolase B, fructose-bisphosphate"
"214424_s_at"	"AV650852"	"ALDOB"	"aldolase B, fructose-bisphosphate"
"214425_at"	"AV645756"	"AMBP"	"alpha-1-microglobulin/bikunin precursor"
"214426_x_at"	"BF062223"	"CHAF1A"	"chromatin assembly factor 1, subunit A (p150)"
"214427_at"	"NM_006170"	"NOP2"	"NOP2 nucleolar protein"
"214428_x_at"	"K02403"	"NA"	"NA"
"214429_at"	"U47635"	"MTMR6"	"myotubularin related protein 6"
"214430_at"	"NM_000169"	"GLA"	"galactosidase, alpha"
"214431_at"	"NM_003875"	"GMPS"	"guanine monophosphate synthase"
"214432_at"	"NM_000703"	"ATP1A3"	"ATPase, Na+/K+ transporting, alpha 3 polypeptide"
"214433_s_at"	"NM_003944"	"SELENBP1"	"selenium binding protein 1"
"214434_at"	"AB007877"	"HSPA12A"	"heat shock 70kDa protein 12A"
"214435_x_at"	"NM_005402"	"RALA"	"v-ral simian leukemia viral oncogene homolog A (ras related)"
"214436_at"	"AF176518"	"FBXL2"	"F-box and leucine-rich repeat protein 2"
"214437_s_at"	"NM_005412"	"SHMT2"	"serine hydroxymethyltransferase 2 (mitochondrial)"
"214438_at"	"M60721"	"HLX"	"H2.0-like homeobox"
"214439_x_at"	"AF043899"	"BIN1"	"bridging integrator 1"
"214440_at"	"NM_000662"	"NAT1"	"N-acetyltransferase 1 (arylamine N-acetyltransferase)"
"214441_at"	"NM_005819"	"STX6"	"syntaxin 6"
"214442_s_at"	"AF077953"	"PIAS2"	"protein inhibitor of activated STAT, 2"
"214443_at"	"NM_006505"	"PVR"	"poliovirus receptor"
"214444_s_at"	"NM_006505"	"PVR"	"poliovirus receptor"
"214445_at"	"NM_012081"	"ELL2"	"elongation factor, RNA polymerase II, 2"
"214446_at"	"NM_012081"	"ELL2"	"elongation factor, RNA polymerase II, 2"
"214447_at"	"NM_005238"	"ETS1"	"v-ets avian erythroblastosis virus E26 oncogene homolog 1"
"214448_x_at"	"NM_002503"	"NFKBIB"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"
"214449_s_at"	"NM_012249"	"RHOQ"	"ras homolog family member Q"
"214450_at"	"NM_001335"	"CTSW"	"cathepsin W"
"214451_at"	"NM_003221"	"TFAP2B"	"transcription factor AP-2 beta (activating enhancer binding protein 2 beta)"
"214452_at"	"NM_005504"	"BCAT1"	"branched chain amino-acid transaminase 1, cytosolic"
"214453_s_at"	"NM_006417"	"IFI44"	"interferon-induced protein 44"
"214454_at"	"NM_014244"	"ADAMTS2"	"ADAM metallopeptidase with thrombospondin type 1 motif, 2"
"214455_at"	"NM_003526"	"NA"	"NA"
"214456_x_at"	"M23699"	"NA"	"NA"
"214457_at"	"NM_006735"	"HOXA2"	"homeobox A2"
"214458_at"	"AF230877"	"TRAF3IP1"	"TNF receptor-associated factor 3 interacting protein 1"
"214459_x_at"	"M12679"	"HLA-C"	"major histocompatibility complex, class I, C"
"214460_at"	"NM_002338"	"LSAMP"	"limbic system-associated membrane protein"
"214461_at"	"NM_004139"	"LBP"	"lipopolysaccharide binding protein"
"214462_at"	"NM_004232"	"SOCS6"	"suppressor of cytokine signaling 6"
"214463_x_at"	"NM_003541"	"NA"	"NA"
"214464_at"	"NM_003607"	"CDC42BPA"	"CDC42 binding protein kinase alpha (DMPK-like)"
"214465_at"	"NM_000608"	"NA"	"NA"
"214466_at"	"NM_005266"	"GJA5"	"gap junction protein, alpha 5, 40kDa"
"214467_at"	"NM_003608"	"GPR65"	"G protein-coupled receptor 65"
"214468_at"	"D00943"	"MYH6"	"myosin, heavy chain 6, cardiac muscle, alpha"
"214469_at"	"NM_021052"	"HIST1H2AE"	"histone cluster 1, H2ae"
"214470_at"	"NM_002258"	"KLRB1"	"killer cell lectin-like receptor subfamily B, member 1"
"214471_x_at"	"NM_000894"	"NA"	"NA"
"214472_at"	"NM_003530"	"NA"	"NA"
"214473_x_at"	"NM_005395"	"PMS2P3"	"PMS1 homolog 2, mismatch repair system component pseudogene 3"
"214474_at"	"NM_005399"	"PRKAB2"	"protein kinase, AMP-activated, beta 2 non-catalytic subunit"
"214475_x_at"	"AF127764"	"CAPN3"	"calpain 3"
"214476_at"	"NM_005423"	"TFF2"	"trefoil factor 2"
"214477_at"	"NM_005934"	"MLLT1"	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1"
"214478_at"	"NM_006944"	"SPP2"	"secreted phosphoprotein 2, 24kDa"
"214479_at"	"NM_001496"	"GFRA3"	"GDNF family receptor alpha 3"
"214480_at"	"L16464"	"ETV3"	"ets variant 3"
"214481_at"	"NM_003514"	"HIST1H2AM"	"histone cluster 1, H2am"
"214482_at"	"NM_006977"	"ZBTB25"	"zinc finger and BTB domain containing 25"
"214483_s_at"	"AF124489"	"ARFIP1"	"ADP-ribosylation factor interacting protein 1"
"214484_s_at"	"AF226604"	"SIGMAR1"	"sigma non-opioid intracellular receptor 1"
"214485_at"	"NM_024410"	"ODF1"	"outer dense fiber of sperm tails 1"
"214486_x_at"	"AF041459"	"CFLAR"	"CASP8 and FADD-like apoptosis regulator"
"214487_s_at"	"NM_002886"	"NA"	"NA"
"214488_at"	"NM_002886"	"RAP2B"	"RAP2B, member of RAS oncogene family"
"214489_at"	"NM_000510"	"FSHB"	"follicle stimulating hormone, beta polypeptide"
"214490_at"	"NM_004042"	"ARSF"	"arylsulfatase F"
"214491_at"	"NM_001051"	"SSTR3"	"somatostatin receptor 3"
"214492_at"	"NM_000337"	"SGCD"	"sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)"
"214493_s_at"	"NM_005799"	"INADL"	"InaD-like (Drosophila)"
"214494_s_at"	"NM_005200"	"NA"	"NA"
"214495_at"	"NM_006078"	"CACNG2"	"calcium channel, voltage-dependent, gamma subunit 2"
"214496_x_at"	"NM_012330"	"KAT6B"	"K(lysine) acetyltransferase 6B"
"214497_s_at"	"NM_005599"	"NHLH2"	"nescient helix loop helix 2"
"214498_at"	"NM_001672"	"ASIP"	"agouti signaling protein"
"214499_s_at"	"AF249273"	"BCLAF1"	"BCL2-associated transcription factor 1"
"214500_at"	"AF044286"	"H2AFY"	"H2A histone family, member Y"
"214501_s_at"	"AF044286"	"H2AFY"	"H2A histone family, member Y"
"214502_at"	"NM_021058"	"HIST1H2BJ"	"histone cluster 1, H2bj"
"214503_x_at"	"NM_022571"	"GPR135"	"G protein-coupled receptor 135"
"214504_at"	"NM_020469"	"ABO"	"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)"
"214505_s_at"	"AF220153"	"FHL1"	"four and a half LIM domains 1"
"214506_at"	"NM_007264"	"GPR182"	"G protein-coupled receptor 182"
"214507_s_at"	"NM_014285"	"EXOSC2"	"exosome component 2"
"214508_x_at"	"U44836"	"CREM"	"cAMP responsive element modulator"
"214509_at"	"NM_003533"	"HIST1H3I"	"histone cluster 1, H3i"
"214510_at"	"NM_005293"	"GPR20"	"G protein-coupled receptor 20"
"214511_x_at"	"L03419"	"FCGR1B"	"Fc fragment of IgG, high affinity Ib, receptor (CD64)"
"214512_s_at"	"NM_006713"	"SUB1"	"SUB1 homolog, transcriptional regulator"
"214513_s_at"	"M34356"	"CREB1"	"cAMP responsive element binding protein 1"
"214514_at"	"NM_003906"	"MCM3AP"	"minichromosome maintenance complex component 3 associated protein"
"214515_at"	"NM_003553"	"OR1E1"	"olfactory receptor, family 1, subfamily E, member 1"
"214516_at"	"NM_003544"	"NA"	"NA"
"214517_at"	"NM_005553"	"KRTAP5-9"	"keratin associated protein 5-9"
"214518_at"	"NM_005390"	"PDHA2"	"pyruvate dehydrogenase (lipoamide) alpha 2"
"214519_s_at"	"NM_005059"	"RLN2"	"relaxin 2"
"214520_at"	"NM_005251"	"FOXC2"	"forkhead box C2"
"214521_at"	"NM_019089"	"HES2"	"hes family bHLH transcription factor 2"
"214522_x_at"	"NM_021065"	"NA"	"NA"
"214523_at"	"NM_001805"	"CEBPE"	"CCAAT/enhancer binding protein (C/EBP), epsilon"
"214524_at"	"NM_021081"	"GHRH"	"growth hormone releasing hormone"
"214525_x_at"	"AB039667"	"MLH3"	"mutL homolog 3"
"214526_x_at"	"NM_005394"	"PMS2P1"	"PMS1 homolog 2, mismatch repair system component pseudogene 1"
"214527_s_at"	"AB041836"	"PQBP1"	"polyglutamine binding protein 1"
"214528_s_at"	"NM_013951"	"PAX8"	"paired box 8"
"214529_at"	"NM_000549"	"TSHB"	"thyroid stimulating hormone, beta"
"214530_x_at"	"AF156225"	"EPB41"	"erythrocyte membrane protein band 4.1"
"214531_s_at"	"AF065484"	"SNX1"	"sorting nexin 1"
"214532_x_at"	"AF268615"	"POU5F1B"	"POU class 5 homeobox 1B"
"214533_at"	"NM_001836"	"CMA1"	"chymase 1, mast cell"
"214534_at"	"NM_005322"	"HIST1H1B"	"histone cluster 1, H1b"
"214535_s_at"	"NM_021599"	"ADAMTS2"	"ADAM metallopeptidase with thrombospondin type 1 motif, 2"
"214536_at"	"NM_020427"	"SLURP1"	"secreted LY6/PLAUR domain containing 1"
"214537_at"	"NM_005320"	"HIST1H1D"	"histone cluster 1, H1d"
"214538_x_at"	"AF073921"	"RGS6"	"regulator of G-protein signaling 6"
"214539_at"	"NM_005024"	"SERPINB10"	"serpin peptidase inhibitor, clade B (ovalbumin), member 10"
"214540_at"	"NM_003527"	"HIST1H2BO"	"histone cluster 1, H2bo"
"214541_s_at"	"AF142418"	"QKI"	"QKI, KH domain containing, RNA binding"
"214542_x_at"	"NM_003509"	"NA"	"NA"
"214543_x_at"	"AF142421"	"QKI"	"QKI, KH domain containing, RNA binding"
"214544_s_at"	"NM_003825"	"SNAP23"	"synaptosomal-associated protein, 23kDa"
"214545_s_at"	"NM_007198"	"PROSC"	"proline synthetase co-transcribed homolog (bacterial)"
"214546_s_at"	"NM_002566"	"NA"	"NA"
"214547_at"	"NM_018417"	"ADCY10"	"adenylate cyclase 10 (soluble)"
"214548_x_at"	"AF064092"	"GNAS"	"GNAS complex locus"
"214549_x_at"	"NM_005987"	"SPRR1A"	"small proline-rich protein 1A"
"214550_s_at"	"AF145029"	"TNPO3"	"transportin 3"
"214551_s_at"	"NM_006137"	"CD7"	"CD7 molecule"
"214552_s_at"	"AF098638"	"RABEP1"	"rabaptin, RAB GTPase binding effector protein 1"
"214553_s_at"	"NM_006628"	"ARPP19"	"cAMP-regulated phosphoprotein, 19kDa"
"214554_at"	"NM_003511"	"HIST1H2AL"	"histone cluster 1, H2al"
"214555_at"	"NM_001053"	"SSTR5"	"somatostatin receptor 5"
"214556_at"	"NM_001052"	"SSTR4"	"somatostatin receptor 4"
"214557_at"	"NM_006607"	"PTTG2"	"pituitary tumor-transforming 2"
"214558_at"	"NM_005288"	"GPR12"	"G protein-coupled receptor 12"
"214559_at"	"NM_000796"	"DRD3"	"dopamine receptor D3"
"214560_at"	"NM_002030"	"FPR3"	"formyl peptide receptor 3"
"214561_at"	"NM_024317"	"LILRP2"	"leukocyte immunoglobulin-like receptor pseudogene 2"
"214562_at"	"NM_003546"	"HIST1H4L"	"histone cluster 1, H4l"
"214563_at"	"AF152524"	"PCDHGC3"	"protocadherin gamma subfamily C, 3"
"214564_s_at"	"AF152524"	"PCDHGC3"	"protocadherin gamma subfamily C, 3"
"214565_s_at"	"NM_012390"	"NA"	"NA"
"214566_at"	"NM_012390"	"SMR3A"	"submaxillary gland androgen regulated protein 3A"
"214567_s_at"	"NM_003175"	"NA"	"NA"
"214568_at"	"NM_012217"	"TPSD1"	"tryptase delta 1"
"214569_at"	"NM_002169"	"IFNA5"	"interferon, alpha 5"
"214570_x_at"	"NM_014348"	"NA"	"NA"
"214571_at"	"NM_005247"	"FGF3"	"fibroblast growth factor 3"
"214572_s_at"	"NM_005543"	"INSL3"	"insulin-like 3 (Leydig cell)"
"214574_x_at"	"NM_007161"	"LST1"	"leukocyte specific transcript 1"
"214575_s_at"	"NM_001700"	"AZU1"	"azurocidin 1"
"214576_at"	"NM_003771"	"KRT36"	"keratin 36, type I"
"214577_at"	"BG164365"	"MAP1B"	"microtubule-associated protein 1B"
"214578_s_at"	"AV683882"	"ROCK1"	"Rho-associated, coiled-coil containing protein kinase 1"
"214579_at"	"NM_020448"	"NIPAL3"	"NIPA-like domain containing 3"
"214580_x_at"	"AL569511"	"NA"	"NA"
"214581_x_at"	"BE568134"	"TNFRSF21"	"tumor necrosis factor receptor superfamily, member 21"
"214582_at"	"NM_000753"	"PDE3B"	"phosphodiesterase 3B, cGMP-inhibited"
"214583_at"	"AI268381"	"NA"	"NA"
"214584_x_at"	"R99037"	"ACACB"	"acetyl-CoA carboxylase beta"
"214585_s_at"	"AL390171"	"VPS52"	"vacuolar protein sorting 52 homolog (S. cerevisiae)"
"214586_at"	"T16257"	"GPR37"	"G protein-coupled receptor 37 (endothelin receptor type B-like)"
"214587_at"	"BE877796"	"COL8A1"	"collagen, type VIII, alpha 1"
"214588_s_at"	"R38475"	"MFAP3"	"microfibrillar-associated protein 3"
"214589_at"	"AL119322"	"FGF12"	"fibroblast growth factor 12"
"214590_s_at"	"AL545760"	"UBE2D1"	"ubiquitin-conjugating enzyme E2D 1"
"214591_at"	"BF215673"	"KLHL4"	"kelch-like family member 4"
"214592_s_at"	"BE259395"	"SNAPC5"	"small nuclear RNA activating complex, polypeptide 5, 19kDa"
"214593_at"	"AV703470"	"PIAS2"	"protein inhibitor of activated STAT, 2"
"214594_x_at"	"BG252666"	"ATP8B1"	"ATPase, aminophospholipid transporter, class I, type 8B, member 1"
"214595_at"	"AI332979"	"KCNG1"	"potassium channel, voltage gated modifier subfamily G, member 1"
"214596_at"	"T15991"	"CHRM3"	"cholinergic receptor, muscarinic 3"
"214597_at"	"BC000256"	"SSTR2"	"somatostatin receptor 2"
"214598_at"	"AL049977"	"CLDN8"	"claudin 8"
"214599_at"	"NM_005547"	"IVL"	"involucrin"
"214600_at"	"AW771935"	"TEAD1"	"TEA domain family member 1 (SV40 transcriptional enhancer factor)"
"214601_at"	"AI350339"	"TPH1"	"tryptophan hydroxylase 1"
"214602_at"	"D17391"	"COL4A4"	"collagen, type IV, alpha 4"
"214603_at"	"U82671"	"NA"	"NA"
"214604_at"	"NM_021192"	"HOXD11"	"homeobox D11"
"214605_x_at"	"AL046992"	"GPR1"	"G protein-coupled receptor 1"
"214606_at"	"BF129969"	"TSPAN2"	"tetraspanin 2"
"214607_at"	"AW085556"	"PAK3"	"p21 protein (Cdc42/Rac)-activated kinase 3"
"214608_s_at"	"AJ000098"	"EYA1"	"EYA transcriptional coactivator and phosphatase 1"
"214609_at"	"AI469991"	"PHOX2A"	"paired-like homeobox 2a"
"214610_at"	"AV702430"	"CYP11B1"	"cytochrome P450, family 11, subfamily B, polypeptide 1"
"214611_at"	"U16125"	"GRIK1"	"glutamate receptor, ionotropic, kainate 1"
"214612_x_at"	"U10691"	"MAGEA6"	"melanoma antigen family A6"
"214613_at"	"AW024085"	"GPR3"	"G protein-coupled receptor 3"
"214614_at"	"AI738662"	"MNX1"	"motor neuron and pancreas homeobox 1"
"214615_at"	"NM_014499"	"P2RY10"	"purinergic receptor P2Y, G-protein coupled, 10"
"214616_at"	"NM_003532"	"HIST1H3E"	"histone cluster 1, H3e"
"214617_at"	"AI445650"	"PRF1"	"perforin 1 (pore forming protein)"
"214618_at"	"AF015452"	"CFLAR"	"CASP8 and FADD-like apoptosis regulator"
"214619_at"	"X72304"	"CRHR1"	"corticotropin releasing hormone receptor 1"
